6, 10, 9, 10, 8
8, 6, 10, 9, 10
10, 11, 9, 7, 6
6, 10, 9, 10, 8
4, 3, 3, 7, 6
11, 5, 5, 7, 10
6, 11, 8, 10, 11
5, 8, 10, 11, 6
6, 11, 10, 7, 11
9, 7, 6, 6, 11
11, 8, 8, 9, 10
7, 11, 11, 8, 6
6, 11, 10, 7, 11
10, 10, 4, 4, 3
5, 7, 10, 9, 1
4, 9, 11, 8, 7
11, 10, 7, 11, 9
7, 6, 6, 11, 8
6, 11, 8, 8, 9
11, 9, 7, 6, 6
10, 9, 1, 6, 6
3, 3, 7, 6, 11
3, 11, 11, 4, 4
11, 5, 5, 7, 10
8, 9, 10, 7, 11
10, 5, 5, 8, 10
3, 7, 6, 11, 5
10, 8, 8, 3, 11
8, 3, 11, 11, 4
11, 8, 7, 11, 11
11, 11, 8, 6, 10
10, 11, 6, 11, 10
7, 11, 11, 9, 10
6, 11, 5, 5, 7
11, 8, 8, 9, 10
9, 1, 6, 6, 11
8, 7, 11, 11, 9
10, 9, 10, 8, 8
3, 7, 6, 11, 5
11, 11, 4, 4, 9
10, 11, 9, 7, 6
6, 11, 8, 10, 11
11, 8, 7, 11, 11
11, 9, 10, 5, 5
9, 7, 6, 6, 11
9, 10, 10, 4, 4
6, 11, 10, 7, 11
6, 6, 11, 8, 10
9, 10, 5, 5, 8
10, 11, 9, 7, 6
9, 10, 8, 8, 3
8, 3, 11, 11, 4
10, 9, 1, 6, 6
6, 6, 11, 8, 10
8, 9, 10, 7, 11
11, 11, 4, 4, 9
10, 9, 10, 8, 8
10, 8, 8, 3, 11
7, 6, 11, 5, 5
8, 8, 9, 10, 7
4, 4, 3, 3, 7
3, 3, 7, 6, 11
8, 9, 10, 7, 11
9, 10, 5, 5, 8
11, 8, 7, 11, 11
8, 10, 11, 6, 11
10, 9, 1, 6, 6
8, 10, 11, 9, 7
4, 4, 9, 11, 8
10, 4, 4, 3, 3
1, 6, 6, 11, 8
11, 8, 6, 10, 9
11, 11, 9, 10, 5
11, 8, 8, 9, 10
10, 7, 11, 11, 8
8, 10, 11, 6, 11
8, 7, 11, 11, 9
6, 6, 11, 8, 10
11, 10, 7, 11, 9
11, 5, 5, 7, 10
9, 1, 6, 6, 11
6, 11, 10, 7, 11
9, 10, 10, 4, 4
5, 5, 8, 10, 11
6, 6, 11, 8, 8
8, 7, 11, 11, 9
9, 10, 5, 5, 8
9, 11, 8, 7, 11
11, 10, 7, 11, 9
10, 11, 6, 11, 10
10, 5, 5, 8, 10
9, 10, 7, 11, 11
4, 4, 9, 11, 8
10, 11, 6, 11, 10
5, 8, 10, 11, 6
11, 10, 7, 11, 9
9, 10, 7, 11, 11
9, 10, 8, 8, 3
11, 8, 7, 11, 11
10, 8, 8, 3, 11
8, 10, 11, 6, 11
10, 11, 6, 11, 10
9, 11, 8, 7, 11
5, 5, 7, 10, 9
11, 8, 6, 10, 9
8, 8, 9, 10, 7
3, 11, 11, 4, 4
5, 7, 10, 9, 1
11, 10, 7, 11, 9
11, 9, 7, 6, 6
6, 10, 9, 10, 8
5, 7, 10, 9, 1
8, 6, 10, 9, 10
8, 10, 11, 9, 7
3, 7, 6, 11, 5
7, 6, 6, 11, 8
11, 8, 8, 9, 10
8, 6, 10, 9, 10
9, 10, 10, 4, 4
8, 9, 10, 7, 11
10, 10, 4, 4, 3
10, 10, 4, 4, 3
10, 9, 1, 6, 6
9, 7, 6, 6, 11
6, 11, 5, 5, 7
9, 10, 5, 5, 8
11, 8, 10, 11, 9
8, 9, 10, 7, 11
3, 7, 6, 11, 5
11, 11, 4, 4, 9
8, 7, 11, 11, 9
11, 8, 7, 11, 11
5, 5, 7, 10, 9
8, 9, 10, 7, 11
11, 8, 10, 11, 9
10, 9, 1, 6, 6
7, 11, 11, 8, 6
11, 11, 8, 6, 10
11, 11, 4, 4, 9
10, 4, 4, 3, 3
11, 9, 10, 5, 5
10, 9, 10, 8, 8
9, 10, 10, 4, 4
7, 10, 9, 1, 6
6, 11, 8, 10, 11
10, 11, 9, 7, 6
6, 6, 11, 8, 10
8, 8, 9, 10, 7
6, 11, 8, 10, 11
4, 3, 3, 7, 6
9, 10, 8, 8, 3
7, 6, 11, 5, 5
6, 11, 5, 5, 7
9, 7, 6, 6, 11
3, 11, 11, 4, 4
8, 8, 9, 10, 7
7, 11, 9, 10, 10
11, 9, 7, 6, 6
10, 7, 11, 9, 10
8, 6, 10, 9, 10
10, 11, 9, 7, 6
4, 4, 3, 3, 7
9, 10, 7, 11, 11
5, 8, 10, 11, 6
5, 5, 7, 10, 9
11, 5, 5, 7, 10
5, 8, 10, 11, 6
11, 11, 4, 4, 9
7, 11, 11, 9, 10
10, 11, 6, 11, 10
11, 8, 10, 11, 9
