9, 10, 10, 11, 11
8, 8, 10, 10, 11
8, 5, 5, 11, 11
6, 8, 8, 10, 10
5, 5, 7, 7, 7
9, 3, 3, 11, 11
11, 11, 7, 7, 9
5, 5, 9, 9, 8
11, 6, 6, 10, 10
9, 7, 7, 4, 4
9, 9, 3, 3, 11
8, 8, 11, 11, 7
12, 9, 10, 10, 11
10, 9, 9, 5, 5
8, 10, 10, 11, 11
8, 10, 10, 11, 11
11, 11, 6, 6, 8
6, 10, 10, 4, 4
8, 8, 5, 5, 11
10, 10, 11, 11, 6
3, 3, 11, 11, 11
4, 4, 5, 5, 9
11, 11, 6, 6, 8
6, 6, 8, 8, 5
9, 3, 3, 11, 11
6, 6, 8, 8, 10
10, 4, 4, 9, 9
11, 11, 6, 6, 8
8, 8, 8, 11, 11
6, 6, 10, 10, 4
7, 7, 12, 9, 10
5, 5, 7, 7, 7
7, 7, 4, 4, 4
