9, 9, 6, 6, 8
8, 8, 11, 11, 4
4, 3, 3, 11, 11
9, 9, 10, 10, 4
4, 9, 9, 8, 8
10, 9, 9, 6, 6
10, 5, 5, 8, 8
5, 7, 7, 9, 1
7, 7, 9, 1, 6
11, 7, 7, 9, 9
6, 6, 10, 10, 10
7, 7, 9, 9, 10
11, 4, 4, 9, 9
10, 10, 5, 5, 8
11, 11, 6, 6, 10
7, 7, 9, 9, 10
10, 10, 5, 5, 8
6, 6, 11, 11, 10
10, 10, 10, 8, 8
8, 8, 11, 11, 11
10, 10, 10, 8, 8
9, 10, 10, 4, 4
8, 8, 11, 11, 11
11, 6, 6, 10, 10
11, 10, 10, 5, 5
10, 11, 11, 6, 6
9, 6, 6, 8, 8
10, 4, 4, 3, 3
6, 6, 11, 11, 10
11, 4, 4, 9, 9
9, 10, 10, 4, 4
11, 6, 6, 10, 10
11, 4, 4, 9, 9
10, 10, 5, 5, 8
11, 11, 10, 10, 5
9, 8, 8, 11, 11
11, 10, 10, 9, 9
7, 9, 1, 6, 6
8, 8, 11, 11, 4
11, 11, 5, 5, 7
7, 9, 1, 6, 6
10, 5, 5, 8, 8
9, 9, 6, 6, 8
10, 10, 4, 4, 3
9, 10, 10, 4, 4
11, 11, 11, 7, 7
9, 9, 8, 8, 11
11, 7, 7, 9, 9
5, 5, 8, 8, 11
11, 7, 7, 9, 9
9, 8, 8, 11, 11
7, 9, 1, 6, 6
11, 10, 10, 5, 5
10, 10, 5, 5, 8
11, 11, 7, 7, 9
7, 7, 9, 1, 6
11, 11, 7, 7, 9
9, 9, 6, 6, 8
6, 10, 10, 10, 8
11, 4, 4, 9, 9
10, 10, 9, 9, 6
10, 5, 5, 8, 8
11, 11, 7, 7, 9
8, 8, 10, 10, 10
11, 11, 4, 4, 9
8, 11, 11, 4, 4
10, 9, 9, 6, 6
8, 8, 8, 10, 10
1, 6, 6, 11, 11
11, 11, 6, 6, 10
10, 10, 5, 5, 8
9, 9, 8, 8, 11
10, 8, 8, 11, 11
10, 9, 9, 6, 6
8, 11, 11, 4, 4
11, 11, 10, 10, 9
5, 5, 8, 8, 11
6, 6, 11, 11, 10
7, 7, 9, 1, 6
10, 10, 5, 5, 8
10, 9, 9, 6, 6
10, 5, 5, 8, 8
11, 11, 10, 10, 9
1, 6, 6, 11, 11
11, 11, 11, 7, 7
3, 11, 11, 11, 5
8, 8, 8, 10, 10
10, 10, 10, 11, 11
10, 10, 11, 11, 6
8, 8, 8, 10, 10
10, 10, 4, 4, 3
11, 11, 11, 5, 5
11, 11, 6, 6, 10
8, 8, 10, 10, 10
6, 6, 8, 8, 8
10, 10, 10, 11, 11
10, 5, 5, 8, 8
9, 9, 6, 6, 8
11, 11, 6, 6, 10
9, 9, 8, 8, 11
10, 10, 11, 11, 6
10, 10, 4, 4, 3
1, 6, 6, 11, 11
9, 8, 8, 11, 11
11, 5, 5, 7, 7
11, 11, 6, 6, 10
10, 11, 11, 6, 6
9, 9, 10, 10, 4
7, 9, 9, 10, 10
11, 5, 5, 7, 7
11, 11, 11, 5, 5
10, 9, 9, 6, 6
5, 7, 7, 9, 1
11, 11, 4, 4, 9
9, 1, 6, 6, 11
10, 10, 10, 8, 8
11, 11, 5, 5, 7
7, 7, 9, 9, 10
9, 9, 6, 6, 8
11, 11, 10, 10, 5
5, 7, 7, 9, 1
4, 4, 3, 3, 11
11, 10, 10, 5, 5
7, 7, 9, 9, 10
8, 8, 11, 11, 10
7, 7, 9, 9, 10
7, 7, 9, 9, 10
8, 8, 11, 11, 4
9, 9, 10, 10, 4
9, 9, 10, 10, 4
10, 9, 9, 6, 6
10, 8, 8, 11, 11
4, 9, 9, 8, 8
6, 11, 11, 10, 10
7, 7, 9, 9, 10
8, 8, 11, 11, 4
6, 10, 10, 10, 8
