10, 10, 11, 11, 6
5, 5, 7, 7, 8
7, 1, 5, 5, 5
8, 8, 11, 11, 5
5, 5, 7, 7, 8
7, 7, 8, 8, 11
4, 9, 9, 10, 10
11, 11, 6, 6, 7
5, 9, 9, 6, 6
6, 6, 7, 7, 3
5, 7, 7, 8, 8
11, 11, 6, 6, 7
9, 9, 10, 10, 8
5, 8, 8, 11, 11
6, 6, 7, 7, 1
11, 6, 6, 7, 7
10, 8, 8, 11, 11
8, 8, 11, 11, 4
11, 11, 8, 8, 8
11, 11, 8, 8, 8
5, 5, 5, 7, 7
3, 3, 5, 5, 5
7, 1, 5, 5, 5
7, 7, 7, 4, 4
10, 11, 11, 6, 6
4, 4, 7, 7, 9
11, 11, 5, 5, 9
7, 4, 4, 9, 9
5, 5, 5, 8, 8
8, 8, 11, 11, 5
7, 8, 8, 11, 11
4, 4, 7, 7, 9
10, 10, 11, 11, 6
3, 3, 5, 5, 5
8, 8, 10, 10, 11
7, 7, 4, 4, 9
10, 10, 4, 4, 3
9, 9, 10, 10, 8
11, 11, 4, 4, 7
8, 11, 11, 8, 8
5, 5, 5, 7, 7
3, 5, 5, 5, 7
5, 5, 5, 7, 7
5, 7, 7, 8, 8
9, 6, 6, 7, 7
9, 6, 6, 7, 7
8, 10, 10, 11, 11
4, 9, 9, 10, 10
7, 3, 3, 5, 5
5, 5, 5, 8, 8
4, 9, 9, 10, 10
5, 5, 7, 7, 8
8, 11, 11, 4, 4
8, 8, 11, 11, 4
10, 10, 4, 4, 3
7, 7, 4, 4, 9
8, 11, 11, 4, 4
1, 5, 5, 5, 8
6, 6, 7, 7, 3
5, 7, 7, 8, 8
5, 5, 5, 8, 8
4, 9, 9, 10, 10
9, 9, 6, 6, 7
9, 10, 10, 8, 8
11, 11, 4, 4, 7
4, 4, 3, 3, 7
7, 7, 1, 5, 5
9, 9, 6, 6, 7
3, 7, 7, 7, 4
5, 5, 5, 8, 8
5, 9, 9, 6, 6
5, 5, 7, 7, 8
1, 5, 5, 5, 8
3, 7, 7, 7, 4
5, 7, 7, 8, 8
3, 3, 5, 5, 5
11, 6, 6, 7, 7
10, 11, 11, 6, 6
3, 7, 7, 7, 4
7, 7, 9, 9, 10
6, 7, 7, 1, 5
8, 8, 11, 11, 8
8, 10, 10, 11, 11
9, 9, 10, 10, 8
5, 7, 7, 8, 8
9, 9, 6, 6, 7
3, 5, 5, 5, 7
9, 9, 10, 10, 4
9, 9, 6, 6, 7
11, 11, 4, 4, 7
9, 9, 6, 6, 7
9, 9, 10, 10, 4
5, 8, 8, 11, 11
3, 5, 5, 5, 7
8, 11, 11, 4, 4
9, 9, 10, 10, 4
8, 8, 11, 11, 8
7, 7, 9, 9, 10
6, 7, 7, 1, 5
10, 10, 4, 4, 3
3, 3, 7, 7, 7
5, 5, 9, 9, 6
4, 9, 9, 10, 10
5, 9, 9, 6, 6
7, 7, 9, 9, 10
3, 3, 5, 5, 5
11, 5, 5, 9, 9
7, 7, 1, 5, 5
7, 7, 3, 3, 5
5, 5, 8, 8, 11
8, 11, 11, 4, 4
9, 6, 6, 7, 7
10, 4, 4, 3, 3
5, 5, 7, 7, 8
3, 5, 5, 5, 7
4, 7, 7, 9, 9
3, 5, 5, 5, 7
10, 11, 11, 6, 6
7, 1, 5, 5, 5
10, 10, 11, 11, 6
9, 9, 10, 10, 4
3, 3, 5, 5, 5
11, 4, 4, 7, 7
7, 7, 1, 5, 5
11, 11, 5, 5, 9
8, 11, 11, 5, 5
3, 3, 5, 5, 5
5, 5, 8, 8, 11
11, 11, 8, 8, 8
11, 11, 8, 8, 8
5, 7, 7, 8, 8
6, 6, 7, 7, 3
9, 9, 10, 10, 4
5, 5, 7, 7, 8
11, 4, 4, 7, 7
11, 5, 5, 9, 9
8, 8, 8, 10, 10
