9, 9, 8, 7, 10
11, 9, 10, 11, 3
5, 6, 11, 10, 11
4, 3, 3, 9, 9
9, 10, 11, 3, 7
10, 8, 10, 4, 11
9, 9, 8, 8, 7
9, 5, 5, 9, 8
9, 9, 10, 8, 10
6, 11, 10, 11, 9
6, 11, 11, 9, 9
10, 4, 11, 4, 3
7, 10, 5, 5, 7
10, 11, 9, 9, 8
3, 9, 9, 5, 5
7, 10, 5, 5, 7
9, 9, 9, 10, 8
3, 7, 6, 10, 6
6, 10, 6, 11, 11
5, 7, 7, 11, 9
6, 11, 10, 11, 9
8, 5, 6, 11, 10
5, 7, 7, 11, 9
7, 7, 11, 9, 10
10, 8, 10, 4, 11
5, 5, 9, 8, 1
5, 7, 7, 11, 9
9, 9, 10, 8, 10
11, 6, 9, 9, 8
7, 11, 9, 10, 11
9, 10, 8, 3, 7
5, 5, 9, 8, 1
5, 5, 7, 7, 11
11, 3, 7, 6, 10
9, 9, 10, 8, 10
5, 9, 8, 1, 6
11, 3, 7, 6, 10
3, 9, 9, 5, 5
11, 11, 9, 9, 9
8, 7, 10, 8, 5
10, 8, 3, 7, 11
10, 11, 3, 7, 6
4, 11, 9, 9, 10
7, 11, 6, 9, 9
1, 6, 7, 6, 4
1, 6, 7, 6, 4
5, 6, 11, 10, 11
8, 3, 7, 11, 6
7, 6, 10, 6, 11
11, 9, 9, 8, 8
11, 4, 3, 3, 9
7, 6, 10, 6, 11
3, 7, 11, 6, 9
1, 6, 7, 6, 4
7, 10, 8, 5, 6
8, 3, 7, 11, 6
11, 9, 9, 10, 8
9, 8, 8, 7, 10
7, 11, 9, 10, 11
1, 6, 7, 6, 4
9, 8, 7, 10, 8
8, 7, 10, 5, 5
7, 10, 5, 5, 7
10, 4, 11, 4, 3
3, 9, 9, 5, 5
10, 8, 3, 7, 11
7, 6, 4, 11, 9
7, 10, 8, 5, 6
10, 8, 3, 7, 11
11, 3, 7, 6, 10
9, 9, 9, 10, 8
10, 11, 9, 9, 8
11, 6, 9, 9, 8
8, 1, 6, 7, 6
4, 11, 4, 3, 3
6, 7, 6, 4, 11
10, 8, 10, 4, 11
10, 4, 11, 4, 3
4, 11, 9, 9, 10
9, 8, 1, 6, 7
6, 9, 9, 8, 7
4, 11, 9, 9, 10
10, 8, 3, 7, 11
11, 9, 9, 9, 10
7, 10, 8, 5, 6
8, 7, 10, 8, 5
9, 10, 8, 10, 4
7, 7, 11, 9, 10
8, 5, 6, 11, 10
10, 11, 3, 7, 6
11, 11, 9, 9, 9
6, 11, 11, 9, 9
8, 5, 6, 11, 10
8, 8, 7, 10, 5
6, 9, 9, 8, 7
5, 5, 7, 7, 11
9, 9, 8, 8, 7
5, 9, 8, 1, 6
8, 7, 10, 8, 5
9, 9, 8, 8, 7
10, 11, 3, 7, 6
7, 10, 8, 5, 6
7, 7, 11, 9, 10
11, 6, 9, 9, 8
9, 9, 10, 8, 3
10, 4, 11, 4, 3
9, 9, 10, 8, 3
9, 10, 11, 3, 7
9, 9, 10, 8, 3
7, 10, 5, 5, 7
9, 9, 10, 8, 3
6, 4, 11, 9, 9
9, 9, 8, 7, 10
6, 7, 6, 4, 11
10, 8, 5, 6, 11
9, 5, 5, 9, 8
8, 5, 6, 11, 10
3, 9, 9, 5, 5
11, 4, 3, 3, 9
9, 9, 10, 8, 10
3, 7, 11, 6, 9
3, 7, 11, 6, 9
10, 8, 5, 6, 11
11, 4, 3, 3, 9
9, 10, 11, 3, 7
9, 5, 5, 9, 8
8, 7, 10, 8, 5
3, 7, 6, 10, 6
6, 9, 9, 8, 7
6, 11, 10, 11, 9
10, 8, 10, 4, 11
11, 4, 3, 3, 9
11, 4, 3, 3, 9
6, 9, 9, 8, 7
6, 11, 10, 11, 9
3, 7, 11, 6, 9
11, 3, 7, 6, 10
3, 7, 6, 10, 6
11, 6, 9, 9, 8
6, 11, 10, 11, 9
7, 10, 8, 5, 6
7, 10, 5, 5, 7
9, 5, 5, 9, 8
7, 10, 5, 5, 7
5, 5, 9, 8, 1
11, 9, 9, 8, 8
3, 9, 9, 5, 5
3, 7, 11, 6, 9
8, 10, 4, 11, 4
11, 9, 9, 8, 8
9, 9, 10, 8, 10
9, 9, 8, 8, 7
8, 7, 10, 8, 5
8, 10, 4, 11, 4
6, 10, 6, 11, 11
10, 5, 5, 7, 7
7, 10, 5, 5, 7
10, 5, 5, 7, 7
7, 11, 9, 10, 11
10, 4, 11, 4, 3
8, 7, 10, 5, 5
4, 3, 3, 9, 9
8, 7, 10, 8, 5
10, 6, 11, 11, 9
10, 8, 10, 4, 11
3, 7, 6, 10, 6
8, 7, 10, 5, 5
9, 9, 10, 8, 3
7, 6, 4, 11, 9
9, 9, 8, 7, 10
9, 10, 8, 10, 4
10, 8, 3, 7, 11
3, 3, 9, 9, 5
8, 7, 10, 8, 5
7, 6, 10, 6, 11
3, 7, 6, 10, 6
10, 6, 11, 11, 9
7, 10, 5, 5, 7
8, 5, 6, 11, 10
1, 6, 7, 6, 4
6, 7, 6, 4, 11
10, 4, 11, 4, 3
10, 4, 11, 4, 3
9, 9, 8, 7, 10
10, 11, 3, 7, 6
6, 10, 6, 11, 11
6, 11, 11, 9, 9
6, 11, 10, 11, 9
8, 5, 6, 11, 10
11, 6, 9, 9, 8
9, 5, 5, 9, 8
11, 11, 9, 9, 9
1, 6, 7, 6, 4
7, 10, 5, 5, 7
11, 9, 9, 9, 10
5, 5, 7, 7, 11
8, 1, 6, 7, 6
9, 5, 5, 9, 8
4, 3, 3, 9, 9
8, 8, 7, 10, 5
9, 10, 8, 10, 4
9, 9, 10, 8, 10
5, 5, 7, 7, 11
7, 6, 10, 6, 11
7, 6, 10, 6, 11
7, 7, 11, 9, 10
6, 11, 11, 9, 9
11, 10, 11, 9, 9
9, 8, 8, 7, 10
8, 10, 4, 11, 4
5, 5, 7, 7, 11
10, 6, 11, 11, 9
9, 9, 5, 5, 9
5, 5, 9, 8, 1
9, 9, 9, 10, 8
9, 9, 10, 8, 3
8, 1, 6, 7, 6
11, 6, 9, 9, 8
5, 5, 9, 8, 1
4, 11, 9, 9, 10
4, 11, 4, 3, 3
10, 8, 3, 7, 11
9, 9, 9, 10, 8
5, 5, 7, 7, 11
9, 5, 5, 9, 8
9, 9, 5, 5, 9
11, 9, 9, 10, 8
8, 1, 6, 7, 6
7, 6, 10, 6, 11
10, 11, 3, 7, 6
10, 11, 3, 7, 6
7, 10, 8, 5, 6
4, 11, 4, 3, 3
7, 11, 6, 9, 9
3, 7, 11, 6, 9
6, 11, 11, 9, 9
7, 6, 10, 6, 11
6, 11, 10, 11, 9
6, 11, 11, 9, 9
4, 3, 3, 9, 9
9, 9, 8, 8, 7
4, 11, 4, 3, 3
9, 10, 11, 3, 7
8, 10, 4, 11, 4
5, 5, 9, 8, 1
3, 7, 11, 6, 9
9, 5, 5, 9, 8
5, 9, 8, 1, 6
5, 9, 8, 1, 6
9, 9, 10, 8, 10
6, 4, 11, 9, 9
11, 3, 7, 6, 10
9, 8, 1, 6, 7
6, 4, 11, 9, 9
11, 9, 10, 11, 3
4, 11, 9, 9, 10
6, 4, 11, 9, 9
7, 6, 10, 6, 11
6, 7, 6, 4, 11
8, 5, 6, 11, 10
7, 10, 8, 5, 6
7, 10, 5, 5, 7
11, 6, 9, 9, 8
3, 3, 9, 9, 5
11, 4, 3, 3, 9
9, 10, 11, 3, 7
4, 11, 9, 9, 10
7, 11, 9, 10, 11
6, 11, 11, 9, 9
3, 3, 9, 9, 5
9, 5, 5, 9, 8
6, 7, 6, 4, 11
10, 8, 5, 6, 11
9, 10, 11, 3, 7
6, 11, 10, 11, 9
11, 4, 3, 3, 9
5, 6, 11, 10, 11
10, 5, 5, 7, 7
5, 6, 11, 10, 11
9, 10, 8, 3, 7
8, 1, 6, 7, 6
7, 10, 8, 5, 6
9, 9, 9, 10, 8
11, 9, 9, 8, 8
6, 11, 10, 11, 9
8, 10, 4, 11, 4
9, 9, 9, 10, 8
7, 10, 5, 5, 7
6, 4, 11, 9, 9
10, 5, 5, 7, 7
7, 6, 4, 11, 9
7, 6, 4, 11, 9
11, 9, 9, 10, 8
3, 7, 6, 10, 6
9, 5, 5, 9, 8
8, 7, 10, 5, 5
7, 11, 6, 9, 9
6, 7, 6, 4, 11
7, 11, 6, 9, 9
7, 6, 10, 6, 11
6, 11, 10, 11, 9
1, 6, 7, 6, 4
9, 9, 8, 8, 7
10, 4, 11, 4, 3
9, 8, 8, 7, 10
9, 9, 8, 8, 7
8, 7, 10, 8, 5
10, 11, 9, 9, 8
9, 8, 1, 6, 7
11, 3, 7, 6, 10
9, 8, 8, 7, 10
7, 6, 10, 6, 11
8, 5, 6, 11, 10
8, 5, 6, 11, 10
10, 4, 11, 4, 3
7, 10, 5, 5, 7
11, 4, 3, 3, 9
6, 7, 6, 4, 11
9, 9, 8, 8, 7
7, 6, 10, 6, 11
9, 9, 9, 10, 8
10, 8, 3, 7, 11
9, 9, 10, 8, 3
